"decision_id","session_id","meeting_record_id","page_number","draft_resolution_id","resolution_id","decision_mode","decision_topic","important","request_by"
"A/RES/14(I)[F]-FP","RS-001","A/PV.31",0,"A/44","A/RES/14(I)[F]","adopted without vote","draft resolution","not available","not available"
"A/RES/14(I)[G]-FP","RS-001","A/PV.31",0,"A/44","A/RES/14(I)[G]","adopted without vote","draft resolution","not available","not available"
"A/RES/14(I)[H]-FP","RS-001","A/PV.31",0,"A/44","A/RES/14(I)[H]","adopted without vote","draft resolution","not available","not available"
"A/RES/15(I)-FP","RS-001","A/PV.31",0,"A/47","A/RES/15(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/16(I)-FP","RS-001","A/PV.31",0,"A/48","A/RES/16(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/18(I)-FP","RS-001","A/PV.31",0,"A/36","A/RES/18(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/22(I)[A]-FP","RS-001","A/PV.31",0,"A/43","A/RES/22(I)[A]","adopted without vote","draft resolution","not available","not available"
"A/RES/22(I)[B]-FP","RS-001","A/PV.31",0,"A/43","A/RES/22(I)[B]","adopted without vote","draft resolution","not available","not available"
"A/RES/22(I)[C]-FP","RS-001","A/PV.31",0,"A/43","A/RES/22(I)[C]","adopted without vote","draft resolution","not available","not available"
"A/RES/22(I)[D]-FP","RS-001","A/PV.31",0,"A/43","A/RES/22(I)[D]","adopted without vote","draft resolution","not available","not available"
"A/RES/22(I)[E]-FP","RS-001","A/PV.31",0,"A/43","A/RES/22(I)[E]","adopted without vote","draft resolution","not available","not available"
"A/RES/22(I)[F]-FP","RS-001","A/PV.31",0,"A/43","A/RES/22(I)[F]","adopted without vote","draft resolution","not available","not available"
"A/RES/3(I)-FP","RS-001","A/PV.32",0,"A/50","A/RES/3(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/33(I)-A0300","RS-001","A/PV.32",0,"A/51","A/RES/33(I)","non-recorded vote","amendment","not available","not available"
"A/RES/33(I)-FP","RS-001","A/PV.32",0,"A/51","A/RES/33(I)","non-recorded vote","draft resolution","not available","not available"
"A/RES/33(I)-A0100","RS-001","A/PV.32",467,"A/51","A/RES/33(I)","recorded vote","amendment","not available","not available"
"A/RES/33(I)-A0200","RS-001","A/PV.32",467,"A/51","A/RES/33(I)","recorded vote","amendment","not available","not available"
"A/RES/25(I)-FP","RS-001","A/PV.33",0,"A/58/Rev.1","A/RES/25(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/27(I)-FP","RS-001","A/PV.33",0,"A/49","A/RES/27(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/4(I)-A0200","RS-001","A/PV.33",0,"A/54/Rev.1","A/RES/4(I)","non-recorded vote","amendment","not available","not available"
"A/RES/4(I)-A0300","RS-001","A/PV.33",0,"A/54/Rev.1","A/RES/4(I)","non-recorded vote","amendment","not available","not available"
"A/RES/4(I)-A0100","RS-001","A/PV.33",532,"A/54/Rev.1","A/RES/4(I)","recorded vote","amendment","not available","Ukraine"
"A/RES/4(I)-FP","RS-001","A/PV.33",534,"A/54/Rev.1","A/RES/4(I)","recorded vote","draft resolution","not available","Panama"
"A/RES/34(I)-A0100","RS-001","A/PV.47",0,"A/179","A/RES/34(I)","adopted without vote","amendment","not available","not available"
"A/RES/34(I)-FP","RS-001","A/PV.47",0,"A/179","A/RES/34(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/87(I)-FP","RS-001","A/PV.47",0,"A/182","A/RES/87(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/103(I)-FP","RS-001","A/PV.48",0,"A/187","A/RES/103(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/35(I)-FP","RS-001","A/PV.49",0,"A/185","A/RES/35(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/36(I)-FP","RS-001","A/PV.49",0,"A/190","A/RES/36(I)","non-recorded vote","draft resolution","not available","Soviet Union"
"A/RES/54(I)-FP","RS-001","A/PV.49",0,"A/194","A/RES/54(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/55(I)-FP","RS-001","A/PV.49",0,"A/192","A/RES/55(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/70(I)-FP","RS-001","A/PV.49",0,"A/197","A/RES/70(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/71(I)-FP","RS-001","A/PV.49",0,"A/196","A/RES/71(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/72(I)-FP","RS-001","A/PV.49",0,"A/193","A/RES/72(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/88(I)-FP","RS-001","A/PV.49",0,"A/191","A/RES/88(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/73(I)-FP","RS-001","A/PV.50",0,"A/215","A/RES/73(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/74(I)-FP","RS-001","A/PV.50",0,"A/208","A/RES/74(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/75(I)-FP","RS-001","A/PV.50",0,"A/210","A/RES/75(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/76(I)-FP","RS-001","A/PV.50",0,"A/212","A/RES/76(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/77(I)-FP","RS-001","A/PV.50",0,"A/209","A/RES/77(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/78(I)-FP","RS-001","A/PV.50",0,"A/211","A/RES/78(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/79(I)-FP","RS-001","A/PV.50",0,"A/214","A/RES/79(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/92(I)-FP","RS-001","A/PV.50",0,"A/204/Add.1","A/RES/92(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/44(I)-M0100","RS-001","A/PV.52",1060,"A/205","A/RES/44(I)","recorded vote","motion","not available","not available"
"A/RES/44(I)-A0100","RS-001","A/PV.52",1061,"A/205","A/RES/44(I)","recorded vote","amendment","not available","not available"
"A/RES/44(I)-FP","RS-001","A/PV.52",1061,"A/205","A/RES/44(I)","recorded vote","draft resolution","not available","not available"
"A/RES/37(I)-FP","RS-001","A/PV.55",0,"A/225","A/RES/37(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/38(I)-FP","RS-001","A/PV.55",0,"A/228","A/RES/38(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/43(I)-FP","RS-001","A/PV.55",0,"A/234","A/RES/43(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/45(I)-FP","RS-001","A/PV.55",0,"A/213/Corr.1","A/RES/45(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/46(I)-FP","RS-001","A/PV.55",0,"A/233/Add.1","A/RES/46(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/47(I)-FP","RS-001","A/PV.55",0,"A/223","A/RES/47(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/56(I)-FP","RS-001","A/PV.55",0,"A/220","A/RES/56(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/80(I)-FP","RS-001","A/PV.55",0,"A/218","A/RES/80(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/84(I)-FP","RS-001","A/PV.55",0,"A/219","A/RES/84(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/85(I)-FP","RS-001","A/PV.55",0,"A/226","A/RES/85(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/86(I)-FP","RS-001","A/PV.55",0,"A/217","A/RES/86(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/89(I)-FP","RS-001","A/PV.55",0,"A/201","A/RES/89(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/90(I)-FP","RS-001","A/PV.55",0,"A/202","A/RES/90(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/93(I)-FP","RS-001","A/PV.55",0,"A/221","A/RES/93(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/94(I)-FP","RS-001","A/PV.55",0,"A/222","A/RES/94(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/95(I)-FP","RS-001","A/PV.55",0,"A/236","A/RES/95(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/96(I)-FP","RS-001","A/PV.55",0,"A/231","A/RES/96(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/48(I)-FP","RS-001","A/PV.56",0,"A/237","A/RES/48(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/57(I)-FP","RS-001","A/PV.56",0,"A/230","A/RES/57(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/91(I)-FP","RS-001","A/PV.56",0,"A/239","A/RES/91(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/39(I)-FP","RS-001","A/PV.59",1222,"A/241","A/RES/39(I)","recorded vote","draft resolution","not available","not available"
"A/RES/40(I)-FP","RS-001","A/PV.61",1264,"A/235","A/RES/40(I)","recorded vote","draft resolution","not available","not available"
"A/PV.62-FP","RS-001","A/PV.62",1286,"A/PV.62","rejected","recorded vote","draft resolution","not available","Soviet Union"
"A/RES/63(I)[PARA.1]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.1]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/63(I)[PARA.2]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.2]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/63(I)[PARA.3]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.3]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/63(I)[PARA.4]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.4]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/63(I)[PARA.5]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.5]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/63(I)[PARA.6]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.6]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/63(I)[PARA.7]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.7]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/63(I)[PARA.8]-FP","RS-001","A/PV.62",1287,"A/258","A/RES/63(I)[PARA.8]","recorded vote","draft resolution","not available","Uruguay"
"A/RES/41(I)-FP","RS-001","A/PV.63",0,"A/267","A/RES/41(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/42(I)-FP","RS-001","A/PV.63",0,"A/269","A/RES/42(I)","non-recorded vote","draft resolution","not available","not available"
"A/RES/64(I)-FP","RS-001","A/PV.63",0,"A/258","A/RES/64(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/68(I)-FP","RS-001","A/PV.63",0,"A/272","A/RES/68(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/69(I)-FP","RS-001","A/PV.63",0,"A/274","A/RES/69(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/66(I)-FP","RS-001","A/PV.64",0,"A/249/Corr.1/Add.1","A/RES/66(I)","non-recorded vote","draft resolution","not available","not available"
"A/RES/66(I)-S0100","RS-001","A/PV.64",0,"A/249/Corr.1/Add.1","A/RES/66(I)","non-recorded vote","separate vote","not available","not available"
"A/RES/65(I)-FP","RS-001","A/PV.64",1327,"A/250/Add.1/Rev.1","A/RES/65(I)","recorded vote","draft resolution","not available","not available"
"A/RES/67(I)-M0100","RS-001","A/PV.64",1355,"A/251/Add.1","A/RES/67(I)","recorded vote","motion","not available","Colombia"
"A/RES/67(I)-A0100","RS-001","A/PV.64",1356,"A/251/Add.1","A/RES/67(I)","recorded vote","amendment","not available","Cuba"
"A/RES/67(I)-FP","RS-001","A/PV.64",1357,"A/251/Add.1","A/RES/67(I)","recorded vote","draft resolution","not available","not available"
"A/RES/66(I)-S0200","RS-001","A/PV.64",1368,"A/249/Corr.1/Add.1","A/RES/66(I)","recorded vote","separate vote","not available","not available"
"A/RES/50(I)-FP","RS-001","A/PV.65",0,"A/242","A/RES/50(I)","non-recorded vote","draft resolution","not available","not available"
"A/RES/51(I)-FP","RS-001","A/PV.65",0,"A/243","A/RES/51(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/52(I)-FP","RS-001","A/PV.65",0,"A/245","A/RES/52(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/53(I)-FP","RS-001","A/PV.65",0,"A/244","A/RES/53(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/58(I)-FP","RS-001","A/PV.65",0,"A/255","A/RES/58(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/59(I)-FP","RS-001","A/PV.65",0,"A/229","A/RES/59(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/60(I)-FP","RS-001","A/PV.65",0,"A/252","A/RES/60(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/61(I)-FP","RS-001","A/PV.65",0,"A/216","A/RES/61(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/81(I)-FP","RS-001","A/PV.65",0,"A/259","A/RES/81(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/97(I)-FP","RS-001","A/PV.65",0,"A/266","A/RES/97(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/98(I)-FP","RS-001","A/PV.65",0,"A/257","A/RES/98(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/99(I)-FP","RS-001","A/PV.65",0,"A/271","A/RES/99(I)","non-recorded vote","draft resolution","not available","not available"
"A/RES/100(I)-FP","RS-001","A/PV.65",1375,"A/277","A/RES/100(I)","recorded vote","draft resolution","not available","not available"
"A/RES/49(I)[A]-FP","RS-001","A/PV.66",0,"A/246","A/RES/49(I)[A]","non-recorded vote","draft resolution","not available","not available"
"A/RES/82(I)[A]-FP","RS-001","A/PV.66",0,"A/262","A/RES/82(I)[A]","adopted without vote","draft resolution","not available","not available"
"A/RES/82(I)[B]-FP","RS-001","A/PV.66",0,"A/262","A/RES/82(I)[B]","adopted without vote","draft resolution","not available","not available"
"A/RES/82(I)[C]-FP","RS-001","A/PV.66",0,"A/262","A/RES/82(I)[C]","adopted without vote","draft resolution","not available","not available"
"A/RES/82(I)[D]-FP","RS-001","A/PV.66",0,"A/262","A/RES/82(I)[D]","adopted without vote","draft resolution","not available","not available"
"A/RES/49(I)[B]-A0100","RS-001","A/PV.66",1414,"A/246","A/RES/49(I)[B]","recorded vote","amendment","not available","Soviet Union"
"A/RES/49(I)[B]-FP","RS-001","A/PV.66",1414,"A/246","A/RES/49(I)[B]","recorded vote","draft resolution","not available","United Kingdom"
"A/RES/49(I)[C]-FP","RS-001","A/PV.66",1415,"A/246","A/RES/49(I)[C]","recorded vote","draft resolution","not available","not available"
"A/RES/101(I)-FP","RS-001","A/PV.67",0,"A/264","A/RES/101(I)","adopted without vote","draft resolution","not available","not available"
"A/RES/102(I)-FP","RS-001","A/PV.67",0,"A/279","A/RES/102(I)","non-recorded vote","draft resolution","not available","not available"
"A/RES/62(I)[II]-FP","RS-001","A/PV.67",1453,"A/265","A/RES/62(I)[II]","recorded vote","draft resolution","not available","not available"
"A/RES/62(I)[I]-FP","RS-001","A/PV.67",1453,"A/265","A/RES/62(I)[I]","recorded vote","draft resolution","not available","not available"
"A/RES/83(I)-A0100","RS-001","A/PV.67",1453,"A/275","A/RES/83(I)","non-recorded vote","amendment","not available","United Kingdom"
"A/RES/83(I)-FP","RS-001","A/PV.67",1453,"A/275","A/RES/83(I)","recorded vote","draft resolution","not available","not available"
"A/RES/102(I)-S0100","RS-001","A/PV.67",1457,"A/279","A/RES/102(I)","non-recorded vote","separate vote","not available","not available"
"A/RES/102(I)-S0200","RS-001","A/PV.67",1457,"A/279","A/RES/102(I)","non-recorded vote","separate vote","not available","not available"
"A/281-FP","RS-001","A/PV.67",1465,"A/281","rejected","recorded vote","draft resolution","not available","not available"
"A/RES/109(II)-FP","RS-002","A/PV.100",461,"A/409/Corr.1","A/RES/109(II)","recorded vote","draft resolution","not available","United States"
"A/411-FP","RS-002","A/PV.100",463,"A/411","rejected","recorded vote","draft resolution","not available","Soviet Union"
"A/C.1/199-FP","RS-002","A/PV.100",465,"A/C.1/199","rejected","recorded vote","draft resolution","not available","Soviet Union"
"A/RES/168(II)-FP","RS-002","A/PV.101",0,"A/413","A/RES/168(II)","adopted without vote","draft resolution","not available","not available"
"A/RES/169(II)[A]-FP","RS-002","A/PV.101",0,"A/427","A/RES/169(II)[A]","adopted without vote","draft resolution","not available","not available"
"A/RES/169(II)[B]-FP","RS-002","A/PV.101",0,"A/427","A/RES/169(II)[B]","adopted without vote","draft resolution","not available","not available"
"A/RES/118(II)-FP","RS-002","A/PV.102",0,"A/433","A/RES/118(II)","adopted without vote","draft resolution","not available","not available"
"A/RES/119(II)-FP","RS-002","A/PV.102",0,"A/433","A/RES/119(II)","adopted without vote","draft resolution","not available","not available"
"A/RES/170(II)-FP","RS-002","A/PV.102",0,"A/425","A/RES/170(II)","non-recorded vote","draft resolution","not available","not available"
"A/RES/170(II)-M0100","RS-002","A/PV.102",0,"A/425","A/RES/170(II)","non-recorded vote","motion","not available","not available"
"A/RES/120(II)-FP","RS-002","A/PV.103",0,"A/433/Corr.1","A/RES/120(II)","non-recorded vote","draft resolution","not available","not available"
"A/RES/120(II)-S0100","RS-002","A/PV.103",0,"A/433/Corr.1","A/RES/120(II)","non-recorded vote","separate vote","not available","not available"
"A/RES/120(II)-S0200","RS-002","A/PV.103",0,"A/433/Corr.1","A/RES/120(II)","non-recorded vote","separate vote","not available","not available"
"A/RES/120(II)-S0300","RS-002","A/PV.103",0,"A/433/Corr.1","A/RES/120(II)","non-recorded vote","separate vote","not available","not available"
"A/RES/120(II)-S0400","RS-002","A/PV.103",0,"A/433/Corr.1","A/RES/120(II)","non-recorded vote","separate vote","not available","not available"
"A/RES/120(II)-S0500","RS-002","A/PV.103",0,"A/433/Corr.1","A/RES/120(II)","non-recorded vote","separate vote","not available","not available"
"A/RES/120(II)-S0600","RS-002","A/PV.103",0,"A/433/Corr.1","A/RES/120(II)","non-recorded vote","separate vote","not available","not available"
"A/RES/121(II)-FP","RS-002","A/PV.103",0,"A/434","A/RES/121(II)","adopted without vote","draft resolution","not available","not available"
"A/439-FP","RS-002","A/PV.103",561,"A/439","rejected","recorded vote","draft resolution","not available","India"
"A/RES/122(II)-FP","RS-002","A/PV.104",0,"A/434","A/RES/122(II)","non-recorded vote","draft resolution","not available","not available"
